"date","botfam","industry","hosts","orgs"
2016-08-06,"zeroaccess","Finance",6,4
2016-08-06,"zeroaccess","Government/Politics",4,3
2016-08-06,"zeroaccess","Healthcare/Wellness",6,4
2016-08-06,"zeroaccess","Manufacturing",29,5
2016-08-06,"zeroaccess","Retail",167,4
2016-08-06,"Zeus","Education",31,14
2016-08-06,"Zeus","Finance",12,10
2016-08-06,"Zeus","Government/Politics",1,1
2016-08-06,"Zeus","Healthcare/Wellness",2,2
2016-08-06,"Zeus","Manufacturing",27,7
2016-08-06,"Zeus","Retail",35,3
2016-08-06,"Zusy","Education",32,10
2016-08-06,"Zusy","Finance",27,3
2016-08-06,"Zusy","Manufacturing",30,2
2016-08-06,"Zusy","Retail",163,3
2016-08-07,"Bedep","Education",5,3
2016-08-07,"Bedep","Finance",216,6
2016-08-07,"Bedep","Government/Politics",8,6
2016-08-07,"Bedep","Healthcare/Wellness",7,2
2016-08-07,"Bedep","Manufacturing",29,6
2016-08-07,"Bedep","Retail",104,2
2016-08-07,"ConfickerAB","Education",329,73
2016-08-07,"ConfickerAB","Finance",223,38
2016-08-07,"ConfickerAB","Government/Politics",234,28
2016-08-07,"ConfickerAB","Healthcare/Wellness",270,85
2016-08-07,"ConfickerAB","Manufacturing",1007,56
2016-08-07,"ConfickerAB","Retail",870,37
2016-08-07,"Necurs","Education",6,6
2016-08-07,"Necurs","Finance",2,2
2016-08-07,"Necurs","Government/Politics",7,5
2016-08-07,"Necurs","Healthcare/Wellness",3,3
2016-08-07,"Necurs","Manufacturing",21,4
2016-08-07,"Necurs","Retail",8,2
2016-08-07,"Olmasco","Education",2,1
2016-08-07,"Olmasco","Healthcare/Wellness",1,1
2016-08-07,"Olmasco","Manufacturing",3,2
2016-08-07,"PushDo","Finance",14,1
2016-08-07,"PushDo","Government/Politics",3,2
2016-08-07,"PushDo","Manufacturing",283,4
2016-08-07,"PushDo","Retail",188,2
2016-08-07,"Ramnit","Education",48,30
2016-08-07,"Ramnit","Finance",22,12
2016-08-07,"Ramnit","Government/Politics",13,3
2016-08-07,"Ramnit","Healthcare/Wellness",5,3
2016-08-07,"Ramnit","Manufacturing",520,10
2016-08-07,"Ramnit","Retail",179,6
2016-08-07,"Sality","Education",51,23
2016-08-07,"Sality","Finance",36,12
2016-08-07,"Sality","Government/Politics",26,5
2016-08-07,"Sality","Healthcare/Wellness",6,5
2016-08-07,"Sality","Manufacturing",128,18
2016-08-07,"Sality","Retail",114,7
2016-08-07,"zeroaccess","Education",12,8
2016-08-07,"zeroaccess","Finance",5,3
2016-08-07,"zeroaccess","Government/Politics",3,3
2016-08-07,"zeroaccess","Healthcare/Wellness",3,2
2016-08-07,"zeroaccess","Manufacturing",29,6
2016-08-07,"zeroaccess","Retail",206,5
2016-08-07,"Zeus","Education",26,14
2016-08-07,"Zeus","Finance",7,6
2016-08-07,"Zeus","Government/Politics",7,5
2016-08-07,"Zeus","Healthcare/Wellness",3,3
2016-08-07,"Zeus","Manufacturing",27,8
2016-08-07,"Zeus","Retail",58,2
2016-08-07,"Zusy","Education",37,13
2016-08-07,"Zusy","Finance",3,1
2016-08-07,"Zusy","Manufacturing",10,2
2016-08-07,"Zusy","Retail",296,2
2016-08-08,"Bedep","Education",7,3
2016-08-08,"Bedep","Finance",193,8
2016-08-08,"Bedep","Government/Politics",10,9
2016-08-08,"Bedep","Healthcare/Wellness",20,5
2016-08-08,"Bedep","Manufacturing",31,10
2016-08-08,"Bedep","Retail",97,3
2016-08-08,"ConfickerAB","Education",481,85
2016-08-08,"ConfickerAB","Finance",266,47
2016-08-08,"ConfickerAB","Government/Politics",345,30
2016-08-08,"ConfickerAB","Healthcare/Wellness",349,106
2016-08-08,"ConfickerAB","Manufacturing",1326,78
2016-08-08,"ConfickerAB","Retail",939,36
2016-08-08,"Necurs","Education",15,11
2016-08-08,"Necurs","Finance",9,8
2016-08-08,"Necurs","Government/Politics",33,2
2016-08-08,"Necurs","Healthcare/Wellness",5,5
2016-08-08,"Necurs","Manufacturing",91,8
2016-08-08,"Necurs","Retail",23,7
2016-08-08,"Olmasco","Education",2,1
2016-08-08,"Olmasco","Healthcare/Wellness",3,1
2016-08-08,"Olmasco","Manufacturing",8,1
2016-08-08,"PushDo","Finance",26,1
2016-08-08,"PushDo","Government/Politics",22,3
2016-08-08,"PushDo","Manufacturing",419,7
2016-08-08,"PushDo","Retail",138,2
2016-08-08,"Ramnit","Education",92,40
2016-08-08,"Ramnit","Finance",28,17
2016-08-08,"Ramnit","Government/Politics",63,2
2016-08-08,"Ramnit","Healthcare/Wellness",6,6
2016-08-08,"Ramnit","Manufacturing",591,14
2016-08-08,"Ramnit","Retail",178,7
2016-08-08,"Sality","Education",92,33
2016-08-08,"Sality","Finance",94,17
2016-08-08,"Sality","Government/Politics",79,13
2016-08-08,"Sality","Healthcare/Wellness",5,4
2016-08-08,"Sality","Manufacturing",238,27
2016-08-08,"Sality","Retail",148,8
2016-08-08,"zeroaccess","Education",20,12
2016-08-08,"zeroaccess","Finance",9,3
2016-08-08,"zeroaccess","Government/Politics",7,6
2016-08-08,"zeroaccess","Healthcare/Wellness",9,4
2016-08-08,"zeroaccess","Manufacturing",31,7
2016-08-08,"zeroaccess","Retail",241,7
2016-08-08,"Zeus","Education",33,18
2016-08-08,"Zeus","Finance",14,11
2016-08-08,"Zeus","Government/Politics",21,10
2016-08-08,"Zeus","Healthcare/Wellness",14,8
2016-08-08,"Zeus","Manufacturing",38,11
2016-08-08,"Zeus","Retail",118,6
2016-08-08,"Zusy","Education",46,17
2016-08-08,"Zusy","Finance",26,4
2016-08-08,"Zusy","Government/Politics",3,2
2016-08-08,"Zusy","Manufacturing",47,5
2016-08-08,"Zusy","Retail",355,4
2016-08-09,"Bedep","Education",12,6
2016-08-09,"Bedep","Finance",206,7
2016-08-09,"Bedep","Government/Politics",21,11
2016-08-09,"Bedep","Healthcare/Wellness",9,3
2016-08-09,"Bedep","Manufacturing",28,10
2016-08-09,"Bedep","Retail",233,4
2016-08-09,"ConfickerAB","Education",504,85
2016-08-09,"ConfickerAB","Finance",258,44
2016-08-09,"ConfickerAB","Government/Politics",359,32
2016-08-09,"ConfickerAB","Healthcare/Wellness",355,107
2016-08-09,"ConfickerAB","Manufacturing",1326,73
2016-08-09,"ConfickerAB","Retail",906,37
2016-08-09,"Necurs","Education",29,15
2016-08-09,"Necurs","Finance",10,9
2016-08-09,"Necurs","Government/Politics",69,3
2016-08-09,"Necurs","Healthcare/Wellness",1,1
2016-08-09,"Necurs","Manufacturing",123,8
2016-08-09,"Necurs","Retail",47,7
2016-08-09,"Olmasco","Education",2,1
2016-08-09,"Olmasco","Healthcare/Wellness",2,1
2016-08-09,"Olmasco","Manufacturing",2,1
2016-08-09,"Olmasco","Retail",8,2
2016-08-09,"PushDo","Education",2,1
2016-08-09,"PushDo","Finance",16,1
2016-08-09,"PushDo","Government/Politics",18,3
2016-08-09,"PushDo","Manufacturing",495,7
2016-08-09,"PushDo","Retail",170,2
2016-08-09,"Ramnit","Education",72,36
2016-08-09,"Ramnit","Finance",27,17
2016-08-09,"Ramnit","Government/Politics",33,3
2016-08-09,"Ramnit","Healthcare/Wellness",4,4
2016-08-09,"Ramnit","Manufacturing",613,15
2016-08-09,"Ramnit","Retail",163,6
2016-08-09,"Sality","Education",75,29
2016-08-09,"Sality","Finance",91,18
2016-08-09,"Sality","Government/Politics",76,10
2016-08-09,"Sality","Healthcare/Wellness",5,5
2016-08-09,"Sality","Manufacturing",235,28
2016-08-09,"Sality","Retail",131,9
2016-08-09,"zeroaccess","Education",18,10
2016-08-09,"zeroaccess","Finance",8,4
2016-08-09,"zeroaccess","Government/Politics",10,6
2016-08-09,"zeroaccess","Healthcare/Wellness",9,5
2016-08-09,"zeroaccess","Manufacturing",32,6
2016-08-09,"zeroaccess","Retail",218,5
2016-08-09,"Zeus","Education",46,25
2016-08-09,"Zeus","Finance",9,9
2016-08-09,"Zeus","Government/Politics",19,11
2016-08-09,"Zeus","Healthcare/Wellness",8,5
2016-08-09,"Zeus","Manufacturing",38,14
2016-08-09,"Zeus","Retail",108,4
2016-08-09,"Zusy","Education",39,16
2016-08-09,"Zusy","Finance",26,7
2016-08-09,"Zusy","Government/Politics",2,1
2016-08-09,"Zusy","Manufacturing",43,5
2016-08-09,"Zusy","Retail",383,4
2016-08-10,"Bedep","Education",29,11
2016-08-10,"Bedep","Finance",98,6
2016-08-10,"Bedep","Government/Politics",12,8
2016-08-10,"Bedep","Healthcare/Wellness",8,3
2016-08-10,"Bedep","Manufacturing",21,6
2016-08-10,"Bedep","Retail",238,2
2016-08-10,"ConfickerAB","Education",502,86
2016-08-10,"ConfickerAB","Finance",252,44
2016-08-10,"ConfickerAB","Government/Politics",356,34
2016-08-10,"ConfickerAB","Healthcare/Wellness",338,105
2016-08-10,"ConfickerAB","Manufacturing",1332,74
2016-08-10,"ConfickerAB","Retail",974,37
2016-08-10,"Necurs","Education",1,1
2016-08-10,"Necurs","Finance",1,1
2016-08-10,"Necurs","Government/Politics",2,1
2016-08-10,"Necurs","Healthcare/Wellness",3,3
2016-08-10,"Necurs","Manufacturing",8,2
2016-08-10,"Necurs","Retail",3,3
2016-08-10,"Olmasco","Education",2,1
2016-08-10,"Olmasco","Government/Politics",4,2
2016-08-10,"Olmasco","Healthcare/Wellness",2,1
2016-08-10,"Olmasco","Manufacturing",2,1
2016-08-10,"Olmasco","Retail",6,2
2016-08-10,"PushDo","Education",3,3
2016-08-10,"PushDo","Government/Politics",11,3
2016-08-10,"PushDo","Manufacturing",476,7
2016-08-10,"PushDo","Retail",181,3
2016-08-10,"Ramnit","Education",94,47
2016-08-10,"Ramnit","Finance",31,20
2016-08-10,"Ramnit","Government/Politics",60,5
2016-08-10,"Ramnit","Healthcare/Wellness",3,3
2016-08-10,"Ramnit","Manufacturing",531,13
2016-08-10,"Ramnit","Retail",211,7
2016-08-10,"Sality","Education",88,34
2016-08-10,"Sality","Finance",74,15
2016-08-10,"Sality","Government/Politics",89,10
2016-08-10,"Sality","Healthcare/Wellness",4,4
2016-08-10,"Sality","Manufacturing",243,27
2016-08-10,"Sality","Retail",119,8
2016-08-10,"zeroaccess","Education",28,16
2016-08-10,"zeroaccess","Finance",8,4
2016-08-10,"zeroaccess","Government/Politics",13,8
2016-08-10,"zeroaccess","Healthcare/Wellness",8,6
2016-08-10,"zeroaccess","Manufacturing",28,6
2016-08-10,"zeroaccess","Retail",216,4
2016-08-10,"Zeus","Education",44,23
2016-08-10,"Zeus","Finance",10,8
2016-08-10,"Zeus","Government/Politics",27,12
2016-08-10,"Zeus","Healthcare/Wellness",6,5
2016-08-10,"Zeus","Manufacturing",45,11
2016-08-10,"Zeus","Retail",115,7
2016-08-10,"Zusy","Education",43,16
2016-08-10,"Zusy","Finance",23,5
2016-08-10,"Zusy","Government/Politics",1,1
2016-08-10,"Zusy","Manufacturing",44,4
2016-08-10,"Zusy","Retail",364,4
2016-08-11,"Bedep","Education",33,13
2016-08-11,"Bedep","Finance",139,6
2016-08-11,"Bedep","Government/Politics",52,15
2016-08-11,"Bedep","Healthcare/Wellness",7,2
2016-08-11,"Bedep","Manufacturing",37,9
2016-08-11,"Bedep","Retail",180,3
2016-08-11,"ConfickerAB","Education",474,83
2016-08-11,"ConfickerAB","Finance",253,42
2016-08-11,"ConfickerAB","Government/Politics",370,35
2016-08-11,"ConfickerAB","Healthcare/Wellness",343,108
2016-08-11,"ConfickerAB","Manufacturing",1332,71
2016-08-11,"ConfickerAB","Retail",954,36
2016-08-11,"Necurs","Government/Politics",1,1
2016-08-11,"Necurs","Manufacturing",2,2
2016-08-11,"Olmasco","Education",2,1
2016-08-11,"Olmasco","Healthcare/Wellness",1,1
2016-08-11,"Olmasco","Manufacturing",1,1
2016-08-11,"Olmasco","Retail",8,2
2016-08-11,"PushDo","Government/Politics",26,3
2016-08-11,"PushDo","Manufacturing",265,7
2016-08-11,"PushDo","Retail",162,2
2016-08-11,"Ramnit","Education",94,48
2016-08-11,"Ramnit","Finance",38,24
2016-08-11,"Ramnit","Government/Politics",75,7
2016-08-11,"Ramnit","Healthcare/Wellness",10,7
2016-08-11,"Ramnit","Manufacturing",430,13
2016-08-11,"Ramnit","Retail",184,5
2016-08-11,"Sality","Education",78,28
2016-08-11,"Sality","Finance",81,16
2016-08-11,"Sality","Government/Politics",83,9
2016-08-11,"Sality","Healthcare/Wellness",3,3
2016-08-11,"Sality","Manufacturing",266,26
2016-08-11,"Sality","Retail",150,7
2016-08-11,"zeroaccess","Education",23,12
2016-08-11,"zeroaccess","Finance",9,3
2016-08-11,"zeroaccess","Government/Politics",7,2
2016-08-11,"zeroaccess","Healthcare/Wellness",9,6
2016-08-11,"zeroaccess","Manufacturing",38,8
2016-08-11,"zeroaccess","Retail",181,5
2016-08-11,"Zeus","Education",42,24
2016-08-11,"Zeus","Finance",11,9
2016-08-11,"Zeus","Government/Politics",17,10
2016-08-11,"Zeus","Healthcare/Wellness",3,3
2016-08-11,"Zeus","Manufacturing",43,14
2016-08-11,"Zeus","Retail",113,3
2016-08-11,"Zusy","Education",34,13
2016-08-11,"Zusy","Finance",23,6
2016-08-11,"Zusy","Government/Politics",2,1
2016-08-11,"Zusy","Healthcare/Wellness",2,1
2016-08-11,"Zusy","Manufacturing",32,4
2016-08-11,"Zusy","Retail",348,5
2016-08-12,"Bedep","Education",89,15
2016-08-12,"Bedep","Finance",174,5
2016-08-12,"Bedep","Government/Politics",79,8
2016-08-12,"Bedep","Manufacturing",18,8
2016-08-12,"Bedep","Retail",136,2
2016-08-12,"ConfickerAB","Education",436,82
2016-08-12,"ConfickerAB","Finance",241,45
2016-08-12,"ConfickerAB","Government/Politics",356,34
2016-08-12,"ConfickerAB","Healthcare/Wellness",333,106
2016-08-12,"ConfickerAB","Manufacturing",1284,72
2016-08-12,"ConfickerAB","Retail",937,37
2016-08-12,"Necurs","Education",31,12
2016-08-12,"Necurs","Finance",18,15
2016-08-12,"Necurs","Government/Politics",124,4
2016-08-12,"Necurs","Healthcare/Wellness",4,4
2016-08-12,"Necurs","Manufacturing",128,9
2016-08-12,"Necurs","Retail",29,5
2016-08-12,"Olmasco","Education",2,1
2016-08-12,"Olmasco","Healthcare/Wellness",2,1
2016-08-12,"Olmasco","Manufacturing",2,1
2016-08-12,"Olmasco","Retail",4,2
2016-08-12,"PushDo","Finance",1,1
2016-08-12,"PushDo","Government/Politics",71,3
2016-08-12,"PushDo","Manufacturing",212,7
2016-08-12,"PushDo","Retail",205,3
2016-08-12,"Ramnit","Education",104,43
2016-08-12,"Ramnit","Finance",26,18
2016-08-12,"Ramnit","Government/Politics",45,3
2016-08-12,"Ramnit","Healthcare/Wellness",4,4
2016-08-12,"Ramnit","Manufacturing",435,15
2016-08-12,"Ramnit","Retail",217,6
2016-08-12,"Sality","Education",58,24
2016-08-12,"Sality","Finance",74,16
2016-08-12,"Sality","Government/Politics",102,8
2016-08-12,"Sality","Healthcare/Wellness",4,4
2016-08-12,"Sality","Manufacturing",232,21
2016-08-12,"Sality","Retail",134,8
2016-08-12,"zeroaccess","Education",24,13
2016-08-12,"zeroaccess","Finance",13,4
2016-08-12,"zeroaccess","Government/Politics",9,5
2016-08-12,"zeroaccess","Healthcare/Wellness",3,3
2016-08-12,"zeroaccess","Manufacturing",26,5
2016-08-12,"zeroaccess","Retail",211,6
2016-08-12,"Zeus","Education",47,20
2016-08-12,"Zeus","Finance",16,13
2016-08-12,"Zeus","Government/Politics",17,11
2016-08-12,"Zeus","Healthcare/Wellness",4,3
2016-08-12,"Zeus","Manufacturing",39,13
2016-08-12,"Zeus","Retail",93,6
2016-08-12,"Zusy","Education",26,11
2016-08-12,"Zusy","Finance",22,3
2016-08-12,"Zusy","Manufacturing",41,7
2016-08-12,"Zusy","Retail",379,4
2016-08-13,"Bedep","Education",8,6
2016-08-13,"Bedep","Finance",7,2
2016-08-13,"Bedep","Government/Politics",4,3
2016-08-13,"Bedep","Manufacturing",13,5
2016-08-13,"Bedep","Retail",122,2
2016-08-13,"ConfickerAB","Education",369,78
2016-08-13,"ConfickerAB","Finance",207,37
2016-08-13,"ConfickerAB","Government/Politics",254,31
2016-08-13,"ConfickerAB","Healthcare/Wellness",292,96
2016-08-13,"ConfickerAB","Manufacturing",1123,59
2016-08-13,"ConfickerAB","Retail",918,31
2016-08-13,"Necurs","Education",2,2
2016-08-13,"Necurs","Government/Politics",1,1
2016-08-13,"Necurs","Manufacturing",1,1
2016-08-13,"Olmasco","Healthcare/Wellness",2,1
2016-08-13,"Olmasco","Manufacturing",1,1
2016-08-13,"PushDo","Education",2,2
2016-08-13,"PushDo","Government/Politics",94,1
2016-08-13,"PushDo","Healthcare/Wellness",2,1
2016-08-13,"PushDo","Manufacturing",204,5
2016-08-13,"PushDo","Retail",150,2
2016-08-13,"Ramnit","Education",60,37
2016-08-13,"Ramnit","Finance",27,19
2016-08-13,"Ramnit","Government/Politics",25,3
2016-08-13,"Ramnit","Healthcare/Wellness",4,4
2016-08-13,"Ramnit","Manufacturing",553,15
2016-08-13,"Ramnit","Retail",177,6
2016-08-13,"Sality","Education",63,23
2016-08-13,"Sality","Finance",33,11
2016-08-13,"Sality","Government/Politics",38,9
2016-08-13,"Sality","Healthcare/Wellness",3,3
2016-08-13,"Sality","Manufacturing",199,23
2016-08-13,"Sality","Retail",163,8
2016-08-13,"zeroaccess","Education",9,6
2016-08-13,"zeroaccess","Finance",8,4
2016-08-13,"zeroaccess","Government/Politics",8,4
2016-08-13,"zeroaccess","Healthcare/Wellness",6,2
2016-08-13,"zeroaccess","Manufacturing",25,5
2016-08-13,"zeroaccess","Retail",199,7
2016-08-13,"Zeus","Education",26,15
2016-08-13,"Zeus","Finance",5,5
2016-08-13,"Zeus","Government/Politics",8,6
2016-08-13,"Zeus","Healthcare/Wellness",2,2
2016-08-13,"Zeus","Manufacturing",37,9
2016-08-13,"Zeus","Retail",75,3
2016-08-13,"Zusy","Education",26,11
2016-08-13,"Zusy","Finance",20,4
2016-08-13,"Zusy","Manufacturing",25,1
2016-08-13,"Zusy","Retail",322,3
2016-08-14,"Bedep","Education",12,10
2016-08-14,"Bedep","Finance",6,3
2016-08-14,"Bedep","Government/Politics",5,3
2016-08-14,"Bedep","Healthcare/Wellness",2,1
2016-08-14,"Bedep","Manufacturing",15,4
2016-08-14,"Bedep","Retail",138,2
2016-08-14,"ConfickerAB","Education",344,77
2016-08-14,"ConfickerAB","Finance",221,38
2016-08-14,"ConfickerAB","Government/Politics",223,29
2016-08-14,"ConfickerAB","Healthcare/Wellness",281,90
2016-08-14,"ConfickerAB","Manufacturing",994,58
2016-08-14,"ConfickerAB","Retail",800,34
2016-08-14,"Olmasco","Healthcare/Wellness",1,1
2016-08-14,"Olmasco","Manufacturing",4,2
2016-08-14,"Olmasco","Retail",4,2
2016-08-14,"PushDo","Government/Politics",102,1
2016-08-14,"PushDo","Manufacturing",210,2
2016-08-14,"PushDo","Retail",114,2
2016-08-14,"Ramnit","Education",51,31
2016-08-14,"Ramnit","Finance",18,13
2016-08-14,"Ramnit","Government/Politics",15,3
2016-08-14,"Ramnit","Healthcare/Wellness",7,4
2016-08-14,"Ramnit","Manufacturing",581,13
2016-08-14,"Ramnit","Retail",169,4
2016-08-14,"Sality","Education",46,26
2016-08-14,"Sality","Finance",21,9
2016-08-14,"Sality","Government/Politics",32,7
2016-08-14,"Sality","Healthcare/Wellness",3,3
2016-08-14,"Sality","Manufacturing",163,17
2016-08-14,"Sality","Retail",122,7
2016-08-14,"zeroaccess","Education",12,5
2016-08-14,"zeroaccess","Finance",8,4
2016-08-14,"zeroaccess","Government/Politics",4,4
2016-08-14,"zeroaccess","Healthcare/Wellness",8,2
2016-08-14,"zeroaccess","Manufacturing",29,6
2016-08-14,"zeroaccess","Retail",181,4
2016-08-14,"Zeus","Education",15,13
2016-08-14,"Zeus","Finance",4,4
2016-08-14,"Zeus","Government/Politics",23,3
2016-08-14,"Zeus","Healthcare/Wellness",3,3
2016-08-14,"Zeus","Manufacturing",27,9
2016-08-14,"Zeus","Retail",94,2
2016-08-14,"Zusy","Education",28,10
2016-08-14,"Zusy","Finance",4,1
2016-08-14,"Zusy","Government/Politics",1,1
2016-08-14,"Zusy","Manufacturing",11,2
2016-08-14,"Zusy","Retail",303,3
2016-08-15,"Bedep","Education",23,12
2016-08-15,"Bedep","Finance",7,4
2016-08-15,"Bedep","Government/Politics",14,9
2016-08-15,"Bedep","Healthcare/Wellness",4,2
2016-08-15,"Bedep","Manufacturing",24,6
2016-08-15,"Bedep","Retail",120,2
2016-08-15,"ConfickerAB","Education",433,87
2016-08-15,"ConfickerAB","Finance",226,45
2016-08-15,"ConfickerAB","Government/Politics",292,35
2016-08-15,"ConfickerAB","Healthcare/Wellness",353,110
2016-08-15,"ConfickerAB","Manufacturing",1318,70
2016-08-15,"ConfickerAB","Retail",921,34
2016-08-15,"Necurs","Education",17,11
2016-08-15,"Necurs","Finance",8,8
2016-08-15,"Necurs","Government/Politics",93,4
2016-08-15,"Necurs","Healthcare/Wellness",2,2
2016-08-15,"Necurs","Manufacturing",90,4
2016-08-15,"Necurs","Retail",12,4
2016-08-15,"Olmasco","Education",2,1
2016-08-15,"Olmasco","Healthcare/Wellness",2,1
2016-08-15,"Olmasco","Manufacturing",2,1
2016-08-15,"Olmasco","Retail",12,2
2016-08-15,"PushDo","Education",2,1
2016-08-15,"PushDo","Finance",5,1
2016-08-15,"PushDo","Government/Politics",132,3
2016-08-15,"PushDo","Healthcare/Wellness",5,1
2016-08-15,"PushDo","Manufacturing",358,5
2016-08-15,"PushDo","Retail",144,2
2016-08-15,"Ramnit","Education",108,50
2016-08-15,"Ramnit","Finance",27,17
2016-08-15,"Ramnit","Government/Politics",76,4
2016-08-15,"Ramnit","Healthcare/Wellness",2,2
2016-08-15,"Ramnit","Manufacturing",589,14
2016-08-15,"Ramnit","Retail",187,6
2016-08-15,"Sality","Education",73,28
2016-08-15,"Sality","Finance",56,14
2016-08-15,"Sality","Government/Politics",97,13
2016-08-15,"Sality","Healthcare/Wellness",3,3
2016-08-15,"Sality","Manufacturing",224,28
2016-08-15,"Sality","Retail",126,9
2016-08-15,"zeroaccess","Education",22,14
2016-08-15,"zeroaccess","Finance",9,3
2016-08-15,"zeroaccess","Government/Politics",8,3
2016-08-15,"zeroaccess","Healthcare/Wellness",8,5
2016-08-15,"zeroaccess","Manufacturing",27,7
2016-08-15,"zeroaccess","Retail",174,4
2016-08-15,"Zeus","Education",27,19
2016-08-15,"Zeus","Finance",13,10
2016-08-15,"Zeus","Government/Politics",6,4
2016-08-15,"Zeus","Healthcare/Wellness",5,4
2016-08-15,"Zeus","Manufacturing",37,12
2016-08-15,"Zeus","Retail",85,7
2016-08-15,"Zusy","Education",25,11
2016-08-15,"Zusy","Finance",7,1
2016-08-15,"Zusy","Government/Politics",1,1
2016-08-15,"Zusy","Manufacturing",15,2
2016-08-15,"Zusy","Retail",338,6
2016-08-16,"Bedep","Education",9,7
2016-08-16,"Bedep","Finance",5,4
2016-08-16,"Bedep","Government/Politics",4,3
2016-08-16,"Bedep","Healthcare/Wellness",6,3
2016-08-16,"Bedep","Manufacturing",22,5
2016-08-16,"Bedep","Retail",224,2
2016-08-16,"ConfickerAB","Education",483,87
2016-08-16,"ConfickerAB","Finance",259,46
2016-08-16,"ConfickerAB","Government/Politics",365,35
2016-08-16,"ConfickerAB","Healthcare/Wellness",365,111
2016-08-16,"ConfickerAB","Manufacturing",1379,76
2016-08-16,"ConfickerAB","Retail",921,36
2016-08-16,"Necurs","Education",18,13
2016-08-16,"Necurs","Finance",13,11
2016-08-16,"Necurs","Government/Politics",68,3
2016-08-16,"Necurs","Healthcare/Wellness",4,4
2016-08-16,"Necurs","Manufacturing",69,11
2016-08-16,"Necurs","Retail",23,5
2016-08-16,"Olmasco","Education",2,1
2016-08-16,"Olmasco","Government/Politics",4,2
2016-08-16,"Olmasco","Healthcare/Wellness",2,1
2016-08-16,"Olmasco","Manufacturing",6,2
2016-08-16,"Olmasco","Retail",6,2
2016-08-16,"PushDo","Education",2,2
2016-08-16,"PushDo","Finance",13,1
2016-08-16,"PushDo","Government/Politics",68,3
2016-08-16,"PushDo","Healthcare/Wellness",1,1
2016-08-16,"PushDo","Manufacturing",425,7
2016-08-16,"PushDo","Retail",118,2
2016-08-16,"Ramnit","Education",101,48
2016-08-16,"Ramnit","Finance",24,16
2016-08-16,"Ramnit","Government/Politics",19,4
2016-08-16,"Ramnit","Healthcare/Wellness",4,4
2016-08-16,"Ramnit","Manufacturing",647,13
2016-08-16,"Ramnit","Retail",158,7
2016-08-16,"Sality","Education",62,28
2016-08-16,"Sality","Finance",82,17
2016-08-16,"Sality","Government/Politics",98,11
2016-08-16,"Sality","Healthcare/Wellness",5,5
2016-08-16,"Sality","Manufacturing",231,29
2016-08-16,"Sality","Retail",136,8
2016-08-16,"zeroaccess","Education",36,14
2016-08-16,"zeroaccess","Finance",9,3
2016-08-16,"zeroaccess","Government/Politics",5,2
2016-08-16,"zeroaccess","Healthcare/Wellness",12,6
2016-08-16,"zeroaccess","Manufacturing",25,5
2016-08-16,"zeroaccess","Retail",163,3
2016-08-16,"Zeus","Education",34,18
2016-08-16,"Zeus","Finance",15,12
2016-08-16,"Zeus","Government/Politics",16,13
2016-08-16,"Zeus","Healthcare/Wellness",6,4
2016-08-16,"Zeus","Manufacturing",50,16
2016-08-16,"Zeus","Retail",120,11
2016-08-16,"Zusy","Education",28,12
2016-08-16,"Zusy","Finance",15,2
2016-08-16,"Zusy","Government/Politics",2,1
2016-08-16,"Zusy","Manufacturing",33,3
2016-08-16,"Zusy","Retail",318,4
2016-08-17,"Bedep","Education",17,11
2016-08-17,"Bedep","Finance",11,4
2016-08-17,"Bedep","Government/Politics",14,6
2016-08-17,"Bedep","Healthcare/Wellness",5,2
2016-08-17,"Bedep","Manufacturing",28,8
2016-08-17,"Bedep","Retail",278,2
2016-08-17,"ConfickerAB","Education",482,87
2016-08-17,"ConfickerAB","Finance",254,48
2016-08-17,"ConfickerAB","Government/Politics",371,37
2016-08-17,"ConfickerAB","Healthcare/Wellness",350,109
2016-08-17,"ConfickerAB","Manufacturing",1360,79
2016-08-17,"ConfickerAB","Retail",915,36
2016-08-17,"Necurs","Education",34,16
2016-08-17,"Necurs","Finance",10,8
2016-08-17,"Necurs","Government/Politics",100,3
2016-08-17,"Necurs","Healthcare/Wellness",1,1
2016-08-17,"Necurs","Manufacturing",131,6
2016-08-17,"Necurs","Retail",19,5
2016-08-17,"Olmasco","Education",2,1
2016-08-17,"Olmasco","Healthcare/Wellness",2,1
2016-08-17,"Olmasco","Manufacturing",2,1
2016-08-17,"Olmasco","Retail",4,2
2016-08-17,"PushDo","Finance",1,1
2016-08-17,"PushDo","Government/Politics",13,2
2016-08-17,"PushDo","Manufacturing",373,5
2016-08-17,"PushDo","Retail",146,3
2016-08-17,"Ramnit","Education",83,46
2016-08-17,"Ramnit","Finance",25,18
2016-08-17,"Ramnit","Government/Politics",52,4
2016-08-17,"Ramnit","Healthcare/Wellness",5,5
2016-08-17,"Ramnit","Manufacturing",555,16
2016-08-17,"Ramnit","Retail",191,8
2016-08-17,"Sality","Education",66,28
2016-08-17,"Sality","Finance",70,13
2016-08-17,"Sality","Government/Politics",94,10
2016-08-17,"Sality","Healthcare/Wellness",5,4
2016-08-17,"Sality","Manufacturing",233,26
2016-08-17,"Sality","Retail",133,8
2016-08-17,"zeroaccess","Education",22,12
2016-08-17,"zeroaccess","Finance",5,3
2016-08-17,"zeroaccess","Government/Politics",7,4
2016-08-17,"zeroaccess","Healthcare/Wellness",10,7
2016-08-17,"zeroaccess","Manufacturing",28,6
2016-08-17,"zeroaccess","Retail",201,5
